"Message","Longitude","Latitude","Island"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently.",-27.1333,14.5914,"Justitia"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. Someone here is badly injured. We need medical attention urgently.",-26.9932,14.4688,"Justitia"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. Can't reach anyone because we’re out of fuel and power.",-27.4086,15.0116,"Justitia"
"Power crews are working hard to restore electricity after the storm. Please follow official channels for updates.",-27.1037,14.2731,"Justitia"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. Still waiting for help—someone needs urgent medical care.",-27.151,14.4708,"Justitia"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently.",NA,NA,"Justitia"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. Medical supplies are gone. Can't treat wounds or illnesses. Our shelter didn't survive the storm. We're exposed to the elements.",-27.068,14.1142,"Justitia"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. There's nothing left to eat. Everyone is hungry and exhausted.",-27.3498,14.6981,"Justitia"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power.",-27.243,14.2821,"Justitia"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go.",-26.7705,14.5036,"Justitia"
"#IoSTSHelp We're running out of food and have no idea when help will arrive.",NA,NA,"Justitia"
"Schools will remain closed tomorrow as cleanup continues. We're in this together, let's support one another.",-27.4164,14.8747,"Justitia"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. We have a medical emergency and no way to get help.",-26.9118,14.4959,"Justitia"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. No food left. We're trying to ration what little we have.",-27.1665,14.2566,"Justitia"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. There's nothing left to eat. Everyone is hungry and exhausted.",-27.0913,14.3005,"Justitia"
"Lots of damage in the area, but thankful everyone I know is safe. We're in this together, let's support one another.",-27.0538,14.3655,"Justitia"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. Can't reach anyone because we’re out of fuel and power. We've gone two days without a proper meal. People are getting weak.",-27.0758,14.4389,"Justitia"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening.",-26.5844,14.531,"Justitia"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted.",-27.148,14.2481,"Justitia"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit.",-26.0574,17.4818,"Solvenya"
"The storm has passed, and cleanup efforts are beginning across the region. More updates will follow as information becomes available.",-25.9712,17.8565,"Solvenya"
"The storm has passed, and cleanup efforts are beginning across the region. Stay off the roads unless absolutely necessary.",-25.8718,17.8954,"Solvenya"
"The storm has passed, and cleanup efforts are beginning across the region. More updates will follow as information becomes available.",-26.0863,17.4568,"Solvenya"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted.",-26.4149,17.6331,"Solvenya"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently.",-25.8852,17.6841,"Solvenya"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. There's nothing left to eat. Everyone is hungry and exhausted. We have a medical emergency and no way to get help.",-25.9915,17.6869,"Solvenya"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak.",-26.1649,17.9457,"Solvenya"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements.",-26.1889,17.9142,"Solvenya"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it. No fuel for cooking or heating. Conditions are worsening. Shelter is damaged beyond use. We're trying to stay dry and safe.",-26.1676,17.3973,"Solvenya"
"Community centers are opening for anyone in need after the storm. Let’s keep the community spirit strong.",-25.8411,17.8106,"Solvenya"
"#IoSTSHelp We have a medical emergency and no way to get help. We lost everything, including our shelter. Nowhere to go.",-25.9893,17.5937,"Solvenya"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. No food left. We're trying to ration what little we have. Our shelter didn't survive the storm. We're exposed to the elements.",-25.5063,17.6024,"Solvenya"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently.",-26.219,17.4927,"Solvenya"
"Schools will remain closed tomorrow as cleanup continues. More updates will follow as information becomes available.",-25.7412,17.827,"Solvenya"
"Floodwaters are starting to recede. Please stay cautious and avoid driving through water. It's going to take time, but recovery is underway.",-25.6921,17.699,"Solvenya"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. Still no place to sleep. We’re making do with broken walls and tarps.",-26.2692,17.9913,"Solvenya"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. We've gone two days without a proper meal. People are getting weak.",-25.9224,17.6462,"Solvenya"
"Road closures are in effect due to debris and fallen trees from the storm. It's going to take time, but recovery is underway.",-25.9739,17.4552,"Solvenya"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements.",-26.4515,17.4848,"Solvenya"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak.",-26.45,17.9681,"Solvenya"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. No roof over our heads. Sleeping outside since the storm hit.",-25.9822,17.7366,"Solvenya"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it. Can't reach anyone because we’re out of fuel and power. No food left. We're trying to ration what little we have.",-25.8566,17.7434,"Solvenya"
"#IoSTSHelp No food left. We're trying to ration what little we have.",-25.599,17.6786,"Solvenya"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care.",-26.3226,17.6072,"Solvenya"
"#IoSTSHelp We're running out of food and have no idea when help will arrive.",-25.4809,17.6749,"Solvenya"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go.",-26.3261,17.8887,"Solvenya"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps.",-26.2016,17.4458,"Solvenya"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. We lost everything, including our shelter. Nowhere to go. No fuel for cooking or heating. Conditions are worsening.",-25.6566,17.8211,"Solvenya"
"Road closures are in effect due to debris and fallen trees from the storm. More updates will follow as information becomes available.",-25.8644,17.7549,"Solvenya"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. Can't reach anyone because we’re out of fuel and power.",-26.0544,17.3926,"Solvenya"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care.",-26.2535,17.4807,"Solvenya"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit. Still waiting for help—someone needs urgent medical care.",-26.2155,17.3588,"Solvenya"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. Fuel is completely gone, and we're cut off from any resupply.",-26.1009,17.729,"Solvenya"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. No roof over our heads. Sleeping outside since the storm hit.",-25.94,17.7866,"Solvenya"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. No roof over our heads. Sleeping outside since the storm hit. Still waiting for help—someone needs urgent medical care.",-26.0126,17.4488,"Solvenya"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left.",-26.0213,17.7227,"Solvenya"
"Community centers are opening for anyone in need after the storm. Please follow official channels for updates.",-25.8771,17.6407,"Solvenya"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. Food supplies are completely gone. We need assistance urgently.",-25.755,17.8968,"Solvenya"
"Power crews are working hard to restore electricity after the storm. Please follow official channels for updates.",-25.639,17.6211,"Solvenya"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. Running dangerously low on fuel. Trying to conserve what's left. There's nothing left to eat. Everyone is hungry and exhausted.",-25.8069,17.516,"Solvenya"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. There's nothing left to eat. Everyone is hungry and exhausted.",-23.0731,15.998,"Ecliptria"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe.",-22.8789,15.7873,"Ecliptria"
"#IoSTSHelp We have a medical emergency and no way to get help. Can't reach anyone because we’re out of fuel and power. We're running out of food and have no idea when help will arrive.",-22.9933,15.7744,"Ecliptria"
"Lots of damage in the area, but thankful everyone I know is safe. Shelters remain open to those in need.",-23.1811,15.8478,"Ecliptria"
"The storm has passed, and cleanup efforts are beginning across the region. Shelters remain open to those in need.",-22.7922,15.5118,"Ecliptria"
"#IoSTSHelp We're running out of food and have no idea when help will arrive. Our shelter didn't survive the storm. We're exposed to the elements.",-22.77,15.6787,"Ecliptria"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening.",-23.1694,16.0221,"Ecliptria"
"#IoSTSHelp We have a medical emergency and no way to get help.",-22.7672,15.96,"Ecliptria"
"#IoSTSHelp We're running out of food and have no idea when help will arrive. Medical supplies are gone. Can't treat wounds or illnesses.",NA,NA,"Ecliptria"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. We have a medical emergency and no way to get help. Shelter is damaged beyond use. We're trying to stay dry and safe.",-22.7812,16.0431,"Ecliptria"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements.",-23.207,15.5664,"Ecliptria"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. There's nothing left to eat. Everyone is hungry and exhausted. Shelter is damaged beyond use. We're trying to stay dry and safe.",-22.7044,15.5016,"Ecliptria"
"#IoSTSHelp We have a medical emergency and no way to get help. No fuel for cooking or heating. Conditions are worsening. We're running out of food and have no idea when help will arrive.",-22.8917,15.8974,"Ecliptria"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. Our shelter didn't survive the storm. We're exposed to the elements. We've gone two days without a proper meal. People are getting weak.",-23.5352,15.8262,"Ecliptria"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left.",-22.8746,15.6088,"Ecliptria"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit. We have a medical emergency and no way to get help.",-23.1488,15.9455,"Ecliptria"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply.",-23.4781,15.7906,"Ecliptria"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. No roof over our heads. Sleeping outside since the storm hit.",NA,NA,"Ecliptria"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. No fuel for cooking or heating. Conditions are worsening. We're running out of food and have no idea when help will arrive.",-23.1991,15.8317,"Ecliptria"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. Someone here is badly injured. We need medical attention urgently. There's nothing left to eat. Everyone is hungry and exhausted.",-26.7004,15.8142,"Paxora"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. Can't reach anyone because we’re out of fuel and power.",NA,NA,"Paxora"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. Food supplies are completely gone. We need assistance urgently.",-26.7862,15.5944,"Paxora"
"Storm coverage continues—stay tuned for updates and official instructions. Stay off the roads unless absolutely necessary.",NA,NA,"Paxora"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. Medical supplies are gone. Can't treat wounds or illnesses.",-26.7492,15.9226,"Paxora"
"#IoSTSHelp No food left. We're trying to ration what little we have.",NA,NA,"Paxora"
"Power crews are working hard to restore electricity after the storm. More updates will follow as information becomes available.",-26.5859,15.6296,"Paxora"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. We lost everything, including our shelter. Nowhere to go. Out of fuel. We can't run the generator anymore.",-26.835,15.7206,"Paxora"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. No access to medicine or care. We're worried someone might not make it.",-26.7975,15.3341,"Paxora"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. Our shelter didn't survive the storm. We're exposed to the elements. There's nothing left to eat. Everyone is hungry and exhausted.",-27.4255,15.9916,"Paxora"
"Schools will remain closed tomorrow as cleanup continues. Let’s keep the community spirit strong.",-27.1818,15.3574,"Paxora"
"Storm coverage continues—stay tuned for updates and official instructions. Shelters remain open to those in need.",-27.1067,15.9573,"Paxora"
"Community centers are opening for anyone in need after the storm. More updates will follow as information becomes available.",-27.0533,16.0204,"Paxora"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. Running dangerously low on fuel. Trying to conserve what's left.",-27.3016,16.0271,"Paxora"
"#IoSTSHelp No food left. We're trying to ration what little we have.",-27.2788,15.5386,"Paxora"
"Volunteers are showing up in huge numbers to help with recovery efforts. Remember to check on neighbors, especially the elderly.",-26.8008,15.6413,"Paxora"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. Out of fuel. We can't run the generator anymore.",-27.2135,15.2816,"Paxora"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care. No roof over our heads. Sleeping outside since the storm hit. Running dangerously low on fuel. Trying to conserve what's left.",NA,NA,"Paxora"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. Medical supplies are gone. Can't treat wounds or illnesses. No food left. We're trying to ration what little we have.",-27.3083,16.025,"Paxora"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. We're running out of food and have no idea when help will arrive. Still no place to sleep. We’re making do with broken walls and tarps.",-27.1565,15.7593,"Paxora"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. We're running out of food and have no idea when help will arrive.",-27.0698,15.4928,"Paxora"
"Road closures are in effect due to debris and fallen trees from the storm. It's going to take time, but recovery is underway.",NA,NA,"Paxora"
"#IoSTSHelp Medical supplies are gone. Can't treat wounds or illnesses. There's nothing left to eat. Everyone is hungry and exhausted.",-27.3031,15.0751,"Justitia"
"Lots of damage in the area, but thankful everyone I know is safe. More updates will follow as information becomes available.",-26.8786,16.0108,"Paxora"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. No food left. We're trying to ration what little we have. Still waiting for help—someone needs urgent medical care.",-27.1636,15.5645,"Paxora"
"Community centers are opening for anyone in need after the storm. Hope everyone is staying safe and checking in on each other.",-26.8617,15.9299,"Paxora"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it.",-26.9059,15.4057,"Paxora"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. Still no place to sleep. We’re making do with broken walls and tarps. Still waiting for help—someone needs urgent medical care.",-26.7129,15.4332,"Paxora"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care. Our shelter didn't survive the storm. We're exposed to the elements. No food left. We're trying to ration what little we have.",-26.946,15.7796,"Paxora"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. We lost everything, including our shelter. Nowhere to go. Still waiting for help—someone needs urgent medical care.",-27.0716,15.7735,"Paxora"
"#IoSTSHelp We're running out of food and have no idea when help will arrive.",-27.1683,15.8089,"Paxora"
"Storm coverage continues—stay tuned for updates and official instructions. Remember to check on neighbors, especially the elderly.",-27.0934,15.3313,"Paxora"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left.",-26.9213,15.4956,"Paxora"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. No roof over our heads. Sleeping outside since the storm hit. Food supplies are completely gone. We need assistance urgently.",-27.3221,15.3543,"Paxora"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit. Medical supplies are gone. Can't treat wounds or illnesses.",-27.1303,15.4336,"Paxora"
"#IoSTSHelp We're running out of food and have no idea when help will arrive. Medical supplies are gone. Can't treat wounds or illnesses.",-27.0766,15.7825,"Paxora"
"Road closures are in effect due to debris and fallen trees from the storm. It's going to take time, but recovery is underway.",-27.1949,15.9526,"Paxora"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power.",-27.1857,15.4171,"Paxora"
"Floodwaters are starting to recede. Please stay cautious and avoid driving through water. More updates will follow as information becomes available.",-27.2374,15.3922,"Paxora"
"Power crews are working hard to restore electricity after the storm. Please follow official channels for updates.",-27.3022,15.3448,"Paxora"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care.",-27.3682,15.572,"Paxora"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. We've gone two days without a proper meal. People are getting weak. Still waiting for help—someone needs urgent medical care.",-27.3392,15.9845,"Paxora"
"Storm coverage continues—stay tuned for updates and official instructions. We're in this together, let's support one another.",-26.9305,15.3988,"Paxora"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently.",-27.1076,15.5905,"Paxora"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit.",-27.1991,15.4957,"Paxora"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. Still waiting for help—someone needs urgent medical care.",-27.2108,14.8488,"Justitia"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements.",-27.1863,14.5348,"Justitia"
"#IoSTSHelp We have a medical emergency and no way to get help.",-27.3157,14.4837,"Justitia"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. Shelter is damaged beyond use. We're trying to stay dry and safe.",-27.1923,14.3506,"Justitia"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently.",-27.35,14.9467,"Justitia"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. No food left. We're trying to ration what little we have.",-27.1209,14.1443,"Justitia"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. We're running out of food and have no idea when help will arrive. Out of fuel. We can't run the generator anymore.",-27.2798,14.674,"Justitia"
"Storm coverage continues—stay tuned for updates and official instructions. Weather teams did a great job tracking this storm.",NA,NA,"Justitia"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it.",-27.1773,15.0002,"Justitia"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. We have a medical emergency and no way to get help. Running dangerously low on fuel. Trying to conserve what's left.",-27.1155,14.6481,"Justitia"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. Our shelter didn't survive the storm. We're exposed to the elements.",-27.0614,14.5492,"Justitia"
"Lots of damage in the area, but thankful everyone I know is safe. More updates will follow as information becomes available.",-27.3566,14.8706,"Justitia"
"Community centers are opening for anyone in need after the storm. Shelters remain open to those in need.",-27.2754,14.2724,"Justitia"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. Someone here is badly injured. We need medical attention urgently. Food supplies are completely gone. We need assistance urgently.",-27.0542,14.413,"Justitia"
"Lots of damage in the area, but thankful everyone I know is safe. Let’s keep the community spirit strong.",-27.5425,14.7338,"Justitia"
"Floodwaters are starting to recede. Please stay cautious and avoid driving through water. It's going to take time, but recovery is underway.",-27.1555,14.8707,"Justitia"
"Storm coverage continues—stay tuned for updates and official instructions. Remember to check on neighbors, especially the elderly.",-23.0391,15.6268,"Ecliptria"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. There's nothing left to eat. Everyone is hungry and exhausted.",-23.3568,15.9026,"Ecliptria"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. No food left. We're trying to ration what little we have.",-22.7146,15.6768,"Ecliptria"
"Community centers are opening for anyone in need after the storm. Stay off the roads unless absolutely necessary.",-23.1002,15.6702,"Ecliptria"
"#IoSTSHelp Medical supplies are gone. Can't treat wounds or illnesses. No fuel for cooking or heating. Conditions are worsening.",-22.7362,15.8356,"Ecliptria"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. Out of fuel. We can't run the generator anymore. Someone here is badly injured. We need medical attention urgently.",-22.8709,16.0214,"Ecliptria"
"#IoSTSHelp Medical supplies are gone. Can't treat wounds or illnesses. Food supplies are completely gone. We need assistance urgently. No roof over our heads. Sleeping outside since the storm hit.",-23.1465,16.0154,"Ecliptria"
"Community centers are opening for anyone in need after the storm. It's going to take time, but recovery is underway.",-23.4342,15.8101,"Ecliptria"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it.",-27.3262,15.0084,"Justitia"
"#IoSTSHelp We have a medical emergency and no way to get help. Shelter is damaged beyond use. We're trying to stay dry and safe.",-27.2696,16.0894,"Paxora"
"Storm coverage continues—stay tuned for updates and official instructions. More updates will follow as information becomes available.",-26.935,16.0852,"Paxora"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted.",-27.2982,15.7527,"Paxora"
"Community centers are opening for anyone in need after the storm. Stay off the roads unless absolutely necessary.",-26.9185,15.9061,"Paxora"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. No access to medicine or care. We're worried someone might not make it.",-27.3633,15.74,"Paxora"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care.",-27.1938,15.7626,"Paxora"
"Thankful for the first responders and emergency crews working around the clock. Let’s keep the community spirit strong.",-27.3075,16.3146,"Paxora"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. No access to medicine or care. We're worried someone might not make it. No roof over our heads. Sleeping outside since the storm hit.",-27.5519,15.9606,"Paxora"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. Still no place to sleep. We’re making do with broken walls and tarps.",-26.9816,15.803,"Paxora"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently.",-27.0424,16.1284,"Paxora"
"Community centers are opening for anyone in need after the storm. Shelters remain open to those in need.",-27.4875,15.9126,"Paxora"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. Running dangerously low on fuel. Trying to conserve what's left.",-27.2303,16.336,"Paxora"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. No access to medicine or care. We're worried someone might not make it.",-27.6332,15.9766,"Paxora"
"Community centers are opening for anyone in need after the storm. Hope everyone is staying safe and checking in on each other.",-27.0215,15.867,"Paxora"
"#IoSTSHelp We have a medical emergency and no way to get help.",-26.8616,15.8879,"Paxora"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. Still waiting for help—someone needs urgent medical care.",-27.1271,15.8578,"Paxora"
"#IoSTSHelp We have a medical emergency and no way to get help. No roof over our heads. Sleeping outside since the storm hit. Out of fuel. We can't run the generator anymore.",-26.9531,15.5562,"Paxora"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power.",-27.5046,16.1709,"Paxora"
"#IoSTSHelp We're running out of food and have no idea when help will arrive. Running dangerously low on fuel. Trying to conserve what's left. Medical supplies are gone. Can't treat wounds or illnesses.",-27.3827,15.7981,"Paxora"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. We're running out of food and have no idea when help will arrive.",-26.9429,15.7034,"Paxora"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. Fuel is completely gone, and we're cut off from any resupply.",-26.939,15.8488,"Paxora"
"Floodwaters are starting to recede. Please stay cautious and avoid driving through water. We're in this together, let's support one another.",-27.4595,15.6528,"Paxora"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care. Food supplies are completely gone. We need assistance urgently.",-25.9981,17.7053,"Solvenya"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit.",-26.0587,17.5932,"Solvenya"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. We have a medical emergency and no way to get help. No food left. We're trying to ration what little we have.",-25.9839,17.3878,"Solvenya"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. There's nothing left to eat. Everyone is hungry and exhausted. Someone here is badly injured. We need medical attention urgently.",-26.2801,17.7093,"Solvenya"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. Out of fuel. We can't run the generator anymore.",-26.9445,14.3153,"Justitia"
"Lots of damage in the area, but thankful everyone I know is safe. It's going to take time, but recovery is underway.",-27.4802,14.4393,"Justitia"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. No food left. We're trying to ration what little we have. Still waiting for help—someone needs urgent medical care.",-27.4162,14.9105,"Justitia"
"The storm has passed, and cleanup efforts are beginning across the region. Please follow official channels for updates.",-27.1864,15.0323,"Justitia"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it. Running dangerously low on fuel. Trying to conserve what's left. Still no place to sleep. We’re making do with broken walls and tarps.",-26.9661,14.4389,"Justitia"
"#IoSTSHelp No food left. We're trying to ration what little we have. Can't reach anyone because we’re out of fuel and power. No access to medicine or care. We're worried someone might not make it.",-27.41,14.6904,"Justitia"
"Community centers are opening for anyone in need after the storm. More updates will follow as information becomes available.",-27.4546,14.9801,"Justitia"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted.",-27.1166,14.8348,"Justitia"
"#IoSTSHelp We're running out of food and have no idea when help will arrive. We have a medical emergency and no way to get help. Can't reach anyone because we’re out of fuel and power.",-27.3723,14.8494,"Justitia"
"The storm has passed, and cleanup efforts are beginning across the region. It's going to take time, but recovery is underway.",-27.2956,14.9432,"Justitia"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. No fuel for cooking or heating. Conditions are worsening. Someone here is badly injured. We need medical attention urgently.",-27.5713,14.7909,"Justitia"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps.",-26.9291,14.3085,"Justitia"
"Thankful for the first responders and emergency crews working around the clock. Stay off the roads unless absolutely necessary.",-26.9433,14.4437,"Justitia"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it. No fuel for cooking or heating. Conditions are worsening. Shelter is damaged beyond use. We're trying to stay dry and safe.",-27.3662,14.6485,"Justitia"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. Still no place to sleep. We’re making do with broken walls and tarps.",-26.8986,14.6556,"Justitia"
"The storm has passed, and cleanup efforts are beginning across the region. Remember to check on neighbors, especially the elderly.",-26.9935,14.2619,"Justitia"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted.",-26.9491,14.6202,"Justitia"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. Still waiting for help—someone needs urgent medical care. We're running out of food and have no idea when help will arrive.",-26.9595,14.7072,"Justitia"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. Someone here is badly injured. We need medical attention urgently. Fuel is completely gone, and we're cut off from any resupply.",-27.3087,14.3603,"Justitia"
"Schools will remain closed tomorrow as cleanup continues. Let’s keep the community spirit strong.",-27.3712,14.4894,"Justitia"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left.",-27.2321,14.6355,"Justitia"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. Our shelter didn't survive the storm. We're exposed to the elements.",NA,NA,"Justitia"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care. Shelter is damaged beyond use. We're trying to stay dry and safe. No fuel for cooking or heating. Conditions are worsening.",-23.3433,14.4143,"Calmorra"
"Community centers are opening for anyone in need after the storm. Please follow official channels for updates.",-22.9335,14.2477,"Calmorra"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. Medical supplies are gone. Can't treat wounds or illnesses.",-23.3529,14.2039,"Calmorra"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. No roof over our heads. Sleeping outside since the storm hit.",-22.783,14.3962,"Calmorra"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. We have a medical emergency and no way to get help.",-23.2658,14.467,"Calmorra"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. We're running out of food and have no idea when help will arrive.",-22.8067,14.3933,"Calmorra"
"Volunteers are showing up in huge numbers to help with recovery efforts. Let’s keep the community spirit strong.",-23.6946,14.3379,"Calmorra"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. Still waiting for help—someone needs urgent medical care. Our shelter didn't survive the storm. We're exposed to the elements.",-23.364,14.2568,"Calmorra"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it.",-23.4796,14.2101,"Calmorra"
"#IoSTSHelp We're running out of food and have no idea when help will arrive. Still waiting for help—someone needs urgent medical care. Fuel is completely gone, and we're cut off from any resupply.",-22.8081,14.2995,"Calmorra"
"Schools will remain closed tomorrow as cleanup continues. More updates will follow as information becomes available.",-27.0307,15.5392,"Paxora"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. We have a medical emergency and no way to get help. No food left. We're trying to ration what little we have.",-26.9437,15.7244,"Paxora"
